name,full_address,address,city,state,zip
Tender Care,"1844 York Road, Gettysburg PA 17325",1844 York Road,,PA,17325
Birthright,"121 N. Main Street, Greensburg PA 15601",121 N. Main Street,,PA,15601
Catholic Charities,"711 East Pittsburgh St., Greensburg PA 15601",711 East Pittsburgh St.,,PA,15601
Tender Care,"600 Carlisle St., Suite B, Hanover, PA 17331","600 Carlisle St., Suite B",Hanover,PA,17331
Morning Star Pregnancy Services,"3837 Walnut St., Harrisburg, PA 17109",3837 Walnut St.,Harrisburg,PA,17109
Community Care Pregnancy Center,"1813 West St., Homestead, PA 15120",1813 West St.,Homestead,PA,15120
Crossroads Pregnancy Center,"600 Washington Street, Huntingdon, PA 16652",600 Washington Street,Huntingdon,PA,16652
Birthright,"271 Philadelphia Street, Indiana PA 15701",271 Philadelphia Street,,PA,15701
A Babys Breath,"2062 W. Main Street, Jeffersonville, PA 19403",2062 W. Main Street,Jeffersonville,PA,19403
Birthright,"111 Walnut Street,. Suite 201, Johnstown PA 15901","111 Walnut Street,. Suite 201",,PA,15901
Precious Life Inc.,"1407 Eisenhower Blvd, Johnstown, PA 15904",1407 Eisenhower Blvd,Johnstown,PA,15904
Life Choices,"13633 State Rt. 422, Suite B, Kittanning PA 16201","13633 State Rt. 422, Suite B",,PA,16201
A Womans Concern,"616 N Duke St., Lancaster, PA 17602",616 N Duke St.,Lancaster,PA,17602
Pregnancy Resource Clinic,"49 N. Richardson Avenue, Lansdale PA 19446",49 N. Richardson Avenue,,PA,19446
Morning Star Ministries,"P.O. Box 1383, Lansdale, PA 19446",P.O. Box 1383,Lansdale,PA,19446
Lebanon Pregnancy Center,"131 S. 8th St., Lebanon, PA 17042",131 S. 8th St.,Lebanon,PA,17042
Crossroads Pregnancy Center,"109 E. 3rd Street, Lewistown, PA 17044",109 E. 3rd Street,Lewistown,PA,17044
TriCity Life Center,"1155 Wildlife Lodge Rd., Lower Burrell, PA 15068",1155 Wildlife Lodge Rd.,Lower Burrell,PA,15068
TriState Pregnancy Center,"905 Pennsylvania Avenue, Matamoras, PA 18336",905 Pennsylvania Avenue,Matamoras,PA,18336
Meadville Crisis Pregnancy Center,"657 Pine Street, Meadville, PA 16335",657 Pine Street,Meadville,PA,16335
Morning Star Pregnancy Services,"35 South Union Street, Middletown, PA 17057",35 South Union Street,Middletown,PA,17057
Crossroads Pregnancy Center,"38 N. Main St., Mifflintown, PA 17059",38 N. Main St.,Mifflintown,PA,17059
Crisis Pregnancy Life Line,"403 Union St, Millersburg PA 170611469",403 Union St,,PA,17061
Beaver Valley Pregnancy Support Center,"110 Christy Drive, Monaca, PA 15061",110 Christy Drive,Monaca,PA,15061
Crossroads Pregnancy Center,"25 S. Division St., Mount Union, PA 17066",25 S. Division St.,Mount Union,PA,17066
Pregnancy Resource Center,"321 N. Jefferson Street, New Castle, PA 16107",321 N. Jefferson Street,New Castle,PA,16107
Catholic Charities,"119 E. North Street, New Castle PA 16101",119 E. North Street,,PA,16101
Morning Star Pregnancy Services,"503 Bridge Street, New Cumberland, PA 17070",503 Bridge Street,New Cumberland,PA,17070
Catholic Social Services,"353 E Johnson Hwy, Norristown, PA 19401",353 E Johnson Hwy,Norristown,PA,19401
Birthright,"7986 Oxford Avenue, Philadelphia, PA 19111",7986 Oxford Avenue,Philadelphia,PA,19111
"Choices, Inc","3526 Cottman Avenue, 2nd Fl., Philadelphia, PA 19149","3526 Cottman Avenue, 2nd Fl.",Philadelphia,PA,19149
Cora Lifeline Services,"8540 Verree Road, Philadelphia, PA 1911",8540 Verree Road,Philadelphia,PA,
Birthright,"201 N. Craig Street,. Suite 200, Pittsburgh PA 15213","201 N. Craig Street,. Suite 200",,PA,15213
Catholic Charities,"212 9th Street, Pittsburgh, PA 15222",212 9th Street,Pittsburgh,PA,15222
Genesis Center,"141 N Fremont Ave., Pittsburgh, PA 15202",141 N Fremont Ave.,Pittsburgh,PA,15202
Pregnancy Resource Center of the South Hills,"101 Drake Rd., Ste. A, Pittsburgh, PA 15241","101 Drake Rd., Ste. A",Pittsburgh,PA,15241
Birthright,"327 King Street, Pottstown, PA 19464",327 King Street,Pottstown,PA,19464
Genesis Pregnancy Care Center,"151 Kings Street, Pottstown, PA 19464",151 Kings Street,Pottstown,PA,19464
We Care CPC,"131 W. Mahoning Street, Puxsutawney PA 15767",131 W. Mahoning Street,,PA,15767
Crossroads Pregnancy Care,"256 Trumbauersville Rd., Quakertown, PA 18951",256 Trumbauersville Rd.,Quakertown,PA,18951
Lifeline of Berks County,"612 Reading Ave., W. Reading PA 19611",612 Reading Ave.,,PA,19611
Mercy Community Crisis Pregnancy Center,"105 South 5th Street, Reading, PA 19602",105 South 5th Street,Reading,PA,19602
Marys Shelter,"325 S. 12th St., Reading, PA 19602",325 S. 12th St.,Reading,PA,19602
Birthright,"502 Cedar Avenue, Scranton PA 18505",502 Cedar Avenue,,PA,18505
Catholic Charities Counseling Adoption,"995 Linden Street, Sharon, PA 16146",995 Linden Street,Sharon,PA,16146
Catholic Charities,"112 Market St., Sunbury, PA 17801",112 Market St.,Sunbury,PA,17801
Pregnancy Ministries,"20 E. Burd St, Shippensburg, PA 17257",20 E. Burd St,Shippensburg,PA,17257
Birthright,"133 W. Main Street, Suite 208, Somerset, PA 15501","133 W. Main Street, Suite 208",Somerset,PA,15501
Catholic Social Services,"240 N Bishop Ave., Springfield, PA 19064",240 N Bishop Ave.,Springfield,PA,19064
Pregnancy Resource Clinic,"423 S. Pugh St., State College, PA 16801",423 S. Pugh St.,State College,PA,16801
Pocono Pregnancy Resource Center,"115 N 8th Street, Stroudsburg PA 18360",115 N 8th Street,,PA,18360
Birthright,"264 Market St., Sunbury PA 17801",264 Market St.,,PA,17801
Endless Mountains Pregnancy Care Center,"13 State Street, Towanda, PA 18848",13 State Street,Towanda,PA,18848
Womens Care Center,"13 N. Main Street, Union City, PA 16438",13 N. Main Street,Union City,PA,16438
Catholic Charities,"801 Broad Ave., Belle Vernon, PA 15012",801 Broad Ave.,Belle Vernon,PA,15012
Catholic Charities,"140 N Beeson Ave, Uniontown, PA 15401",140 N Beeson Ave,Uniontown,PA,15401
A Babys Breath,"600 Louis Drive, Suite 206B, Warminster, PA 18974","600 Louis Drive, Suite 206B",Warminster,PA,18974
Catholic Charities Adoption Services,"213 W 3rd Avenue, 209, Warren PA 16365","213 W 3rd Avenue, 209",,PA,16365
Catholic Charities,"331 S. Main Street, Washington PA 15301",331 S. Main Street,,PA,15301
Pregnancy Ministries,"220 S Potomac Street, Waynesboro PA 17268",220 S Potomac Street,,PA,17268
Crisis Center of Greene,"52 W Franklin Street, Waynesburg, PA 15370",52 W Franklin Street,Waynesburg,PA,15370
Birthright,"112 S. High Street, West Chester PA 19382",112 S. High Street,,PA,19382
Volunteers of America,"25 N. River Street, Wilkes Barre, PA 18702",25 N. River Street,Wilkes Barre,PA,18702
Pregnancy and Family Resource Center,"46 W. Princess St., York, PA 17401",46 W. Princess St.,York,PA,17401
Problem Pregnancy,"400 Atwells Ave., Providence, RI 02909",400 Atwells Ave.,Providence,RI,02909
Life Choices Pregnancy Center,"20 Silver Bluff Road, Aiken, SC 29803",20 Silver Bluff Road,Aiken,SC,29803
Anderson Crisis Pregnancy Clinic,"401 West Whitner St., Anderson, SC 29621",401 West Whitner St.,Anderson,SC,29621
1st Choice Womens Resource,"2 S. Farr Avenue, Andrews SC, 29510",2 S. Farr Avenue,Andrews SC,SC,29510
Beaufort Womens Center,"21A Marshellen Belleview Business Park, Beaufort, SC 29901",21A Marshellen Belleview Business Park,Beaufort,SC,29901
Midlands Womens Center,"510 Walnut St., Camden, SC 29020",510 Walnut St.,Camden,SC,29020
Lowcountry Crisis Pregnancy Center,"7481 N. Side Dr., N. Charleston, SC 29420",7481 N. Side Dr.,N. Charleston,SC,29420
Catholic Charities,"1662 Ingram Road, Charleston, SC 29407",1662 Ingram Road,Charleston,SC,29407
Birthright of Charleston,"1365 Ashley River Rd., Charleston, SC 29407",1365 Ashley River Rd.,Charleston,SC,29407
Birthright of Clemson,"105 Wall St. Suite 4, Clemson SC, 29631",105 Wall St. Suite 4,Clemson SC,SC,29631
Palmetto Pregnancy Center,"6393 Lake Wylie Road, Clover, SC 29710",6393 Lake Wylie Road,Clover,SC,29710
Birthright of Columbia,"1405 Gregg Street, Columbia, SC 29201",1405 Gregg Street,Columbia,SC,29201
Bethany Christian Services,"414 Center St, Columbia, SC 29201",414 Center St,Columbia,SC,29201
Catholic Charities,"1529 Assembly Street, Columbia, SC 29202",1529 Assembly Street,Columbia,SC,29202
Daybreak Crisis Pregnancy Center,"2009 Hampton Street, Columbia, SC 29204",2009 Hampton Street,Columbia,SC,29204
Palmetto Pregnancy Center,"575 Springcrest Drive, Suite B, Fort Mill, SC 29715","575 Springcrest Drive, Suite B",Fort Mill,SC,29715
Options Pregnancy Medical Clinic,"1421 N. Limestone St., Gaffney, SC 29340",1421 N. Limestone St.,Gaffney,SC,29340
The Promise Land,"1786 Highway 129, Galivants Ferry, SC 29544",1786 Highway 129,Galivants Ferry,SC,29544
Bethany Christian Services,"114 Williams Street, Greenville, SC 29601",114 Williams Street,Greenville,SC,29601
CrossRoads Pregnancy Center,"801 Reynolds Avenue, Greenwood, SC 29646",801 Reynolds Avenue,Greenwood,SC,29646
Pregnancy Center and Clinic of the Low Country,"1 Cardinal Road, Stes. 1, Hilton Head, SC 29926","1 Cardinal Road, Stes. 1",Hilton Head,SC,29926
Pregnancy Care Center,"718 S. Main Street, Lancaster, SC 29720",718 S. Main Street,Lancaster,SC,29720
Daybreak Crisis Pregnancy Center,"601 Northwood Rd., Ste.A, Lexington, SC 29072","601 Northwood Rd., Ste.A",Lexington,SC,29072
Birthright of Greenville,"110 E Butler Rd, Ste F, Mauldin, SC 29662","110 E Butler Rd, Ste F",Mauldin,SC,29662
Bethany Christian Services,"1113 44th Ave N. Ste. 304, Myrtle Beach, SC 29577",1113 44th Ave N. Ste. 304,Myrtle Beach,SC,29577
Palmetto Pregnancy Center,"828 Lucas St., Rock Hill, SC 29730",828 Lucas St.,Rock Hill,SC,29730
Foothills Crisis Pregnancy Center,"1449 Blue Ridge Boulevard, Seneca, SC 29679",1449 Blue Ridge Boulevard,Seneca,SC,29679
Carolina Pregnancy Center,"103 Metro Drive, Spartanburg, SC 29303",103 Metro Drive,Spartanburg,SC,29303
Sumter Pregnancy Center,"529 Oxford St., Sumter, SC 29150",529 Oxford St.,Sumter,SC,29150
Union County Pregnancy Center,"115 East Main St., Union, SC 29379",115 East Main St.,Union,SC,29379
Bethany Christian Services,"414 Center Street, West Columbia, SC 29169",414 Center Street,West Columbia,SC,29169
Birthright,"1321 8th St., Brookings, SD 57006",1321 8th St.,Brookings,SD,57006
Birthright,"314 S. Henry Rear, Pierre, SD 57501",314 S. Henry Rear,Pierre,SD,57501
Birthright,"2002 5th St., Rapid City, SD 57701",2002 5th St.,Rapid City,SD,57701
Care Net Pregnancy Resource Center,"2401 West Main St., Ste. 2, Rapid City, SD 57702","2401 West Main St., Ste. 2",Rapid City,SD,57702
Catholic Social Services,"918 5th St., Rapid City, SD 57701",918 5th St.,Rapid City,SD,57701
Alpha Center,"801 East 41st St., Sioux Falls, SD 57105",801 East 41st St.,Sioux Falls,SD,57105
Birthright,"300 N. Main Ave., Sioux Falls, SD 57104",300 N. Main Ave.,Sioux Falls,SD,57104
Catholic Family Services,"523 North Duluth Ave., Sioux Falls, SD 57104",523 North Duluth Ave.,Sioux Falls,SD,57104
Bella Pregnancy Resource Center,"119 East Grant St., Ste. 2, Spearfish, SD 57783","119 East Grant St., Ste. 2",Spearfish,SD,57783
Tennessee Baptist Childrens Homes,"1310 Franklin Road, Brentwood, TN 37024",1310 Franklin Road,Brentwood,TN,37024
Choices Pregnancy Resource Center,"6232 Vance Rd., Chattanooga, TN 37421",6232 Vance Rd.,Chattanooga,TN,37421
Tennessee Baptist Childrens Homes,"6623 Lee Highway, Chattanooga, TN 37421",6623 Lee Highway,Chattanooga,TN,37421
Hope Pregnancy Center,"325 N. 2nd Street, Clarksville, TN 37040",325 N. 2nd Street,Clarksville,TN,37040
New Hope Pregnancy Care Center,"4526 Mouse Creek Road NW, Cleveland, TN 37320",4526 Mouse Creek Road NW,Cleveland,TN,37320
Prengancy Center of Columbia,"704 Dunnington Street, Columbia, TN 38401",704 Dunnington Street,Columbia,TN,38401
Cookeville Pregnancy Clinic,"694 S. Willow, Suite 3, Cookeville, TN 38501","694 S. Willow, Suite 3",Cookeville,TN,38501
Confidential Care for Women,"126 W. Liberty Ave., Covington, TN 38019",126 W. Liberty Ave.,Covington,TN,38019
Plateau Crisis Pregnancy Services,"99 Walker Hill Street, Crossville, TN 38557",99 Walker Hill Street,Crossville,TN,38557
Womens Care Center,"285 Main St., Dayton, TN 37321",285 Main St.,Dayton,TN,37321
CareNet Pregnancy Medical Center,"305 S. Main Street, Dickson, TN 37055",305 S. Main Street,Dickson,TN,37055
Womens Care Center,"15324 Rankin Ave, Dunlap, TN 37327",15324 Rankin Ave,Dunlap,TN,37327
Cumberland Crisis Pregnancy Center,"2229 Nashville Pike, Gallatin, TN 37217",2229 Nashville Pike,Gallatin,TN,37217
Birth Choice of Jackson,"391 Wallace Rd., Jackson, TN 38305",391 Wallace Rd.,Jackson,TN,38305
Agape Womens Services,"817 West Walnut St., Ste. 5A, Johnson City, TN 37604","817 West Walnut St., Ste. 5A",Johnson City,TN,37604
Tennessee Baptist Childrens Homes,"1773 Stratford Rd, Kingsport, TN 37554",1773 Stratford Rd,Kingsport,TN,37554
Hope Resource Center,"2700 Painter Avenue, Knoxville, TN 37919",2700 Painter Avenue,Knoxville,TN,37919
Columbus Home Assisting Parents,"119 Dameron Ave, Knoxville, TN 37917",119 Dameron Ave,Knoxville,TN,37917
Crisis Pregnancy Center,"2178 New Tullahoma Hwy., Manchester, TN",2178 New Tullahoma Hwy.,Manchester,TN,
Pregnancy Resource Center,"3028 Old Niles Ferry Rd., Maryville, TN  37803",3028 Old Niles Ferry Rd.,Maryville,TN,37803
Birthright,"115 Alexander St., Memphis, TN 38111",115 Alexander St.,Memphis,TN,38111
Life Choices,"5575 RaleighLaGrange, Memphis, TN 38234",5575 RaleighLaGrange,Memphis,TN,38234
Tennessee Baptist Childrens Homes,"6896 Highway 70, Memphis, TN 38133",6896 Highway 70,Memphis,TN,38133
Tennessee Baptist Childrens Homes,"9224 Quito Road, Millington, TN 38053",9224 Quito Road,Millington,TN,38053
Pregnancy Support Center,"745 S. Church St., Ste. 801, Murfreesboro, TN 37130","745 S. Church St., Ste. 801",Murfreesboro,TN,37130
Hope Clinic for Women,"1810 Hayes St, Nashville, TN 37203",1810 Hayes St,Nashville,TN,37203
Catholic Charities,"30 White Bridge Rd., Nashville, TN 37205",30 White Bridge Rd.,Nashville,TN,37205
Tennessee Baptist Childrens Homes,"362 Camp Howard Rd., Oakdale, TN 37829",362 Camp Howard Rd.,Oakdale,TN,37829
Choices Resource Center,"170 Raleigh Road, Oak Ridge, TN 37830",170 Raleigh Road,Oak Ridge,TN,37830
Womens Care Center,"304 Eastgate Road, Sevierville, TN 37862",304 Eastgate Road,Sevierville,TN,37862
Birth Choice Womens Resource Center,"1281 Hwy 45 ByPass, Trenton, TN 38382",1281 Hwy 45 ByPass,Trenton,TN,38382
Life Choices Pregnancy Support Center,"37 Sunrise Park Dr., Winchester, TN 37398",37 Sunrise Park Dr.,Winchester,TN,37398
Pregnancy Resources of Abilene,"2110 North Willis St, Abilene, TX 79603",2110 North Willis St,Abilene,TX,79603
MediPark CPC,"6709 Woodward St, Amarillo, Texas 79106",6709 Woodward St,Amarillo,TX,79106
Catholic Family Services,"200 South Tyler Street, Amarillo, TX 79105",200 South Tyler Street,Amarillo,TX,79105
Arlington Pregnancy Center,"2810 NW Green Oaks Blvd., Arlington, TX 76012",2810 NW Green Oaks Blvd.,Arlington,TX,76012
AMPC Southwest,"5904 Interstate 20 West, Arlington, TX 76017",5904 Interstate 20 West,Arlington,TX,76017
AMPC Southeast,"5150 S. Collins, Arlington, TX 76018",5150 S. Collins,Arlington,TX,76018
Austin Pregnancy Resource Center,"2717 Rio Grande St., Austin, Texas 78705",2717 Rio Grande St.,Austin,TX,78705
LifeCare Pregnancy Services,"1215 W. Anderson Lane, Austin, TX 78757",1215 W. Anderson Lane,Austin,TX,78757
Pregnancy Resource Center East,"3013 N. Main Street, Baytown, TX 77521",3013 N. Main Street,Baytown,TX,77521
Birthright of Beaumont,"2626 Calder St., Suite 201, Beaumont, TX 77702","2626 Calder St., Suite 201",Beaumont,TX,77702
Hope Center for Crisis Pregnancy,"1155 Interstate 10 North, Beaumont, TX 77706",1155 Interstate 10 North,Beaumont,TX,77706
Hill Country Pregnancy Center,"439 Fabra St., Boerne, TX 78006",439 Fabra St.,Boerne,TX,78006
New Life Ministries,"306 W Wilbarger St., Bowie, TX",306 W Wilbarger St.,Bowie,TX,
New Beginnings Pregnancy Center,"1020 E. Blue Bell Rd., Brenham, TX 77833",1020 E. Blue Bell Rd.,Brenham,TX,77833
Catholic Charities,"955 W. Price Rd., Brownsville, TX 78520",955 W. Price Rd.,Brownsville,TX,78520
Pregnancy Testing Center,"2390 Central Blvd., Brownsville, TX 78520",2390 Central Blvd.,Brownsville,TX,78520
Brazos Maternal Child Health Clinic,"3370 S. Texas Ave. Ste. G, Bryan, Texas 77802",3370 S. Texas Ave. Ste. G,Bryan,TX,77802
Burleson Pregnancy Aid Center,"250 N.W . Tarrant Ave., Suite J, Burleson, TX 76028","250 N.W . Tarrant Ave., Suite J",Burleson,TX,76028
Pregnancy Outreach Center of The Rolling Plains,"440 North Main Street, Childress, TX 79201",440 North Main Street,Childress,TX,79201
Cleburne Pregnancy Center,"1200 W Henderson, Ste. F, Cleburne, TX 76033","1200 W Henderson, Ste. F",Cleburne,TX,76033
Hope Pregnancy Centers of Brazos Valley,"205 Brentwood Dr. E., College Station, TX 778404606",205 Brentwood Dr. E.,College Station,TX,77840
Birthright of Corpus Christi,"1422 Baldwin Blvd., Corpus Christi, TX 78404",1422 Baldwin Blvd.,Corpus Christi,TX,78404
Corpus Christi Pregnancy Center,"4730 Everhart Road, Corpus Christi, TX 78411",4730 Everhart Road,Corpus Christi,TX,78411
"Catholic Charities of Dallas, Inc","9461 Lyndon B Johnson Freeway 128, Dallas, TX 75219",9461 Lyndon B Johnson Freeway 128,Dallas,TX,75219
Dallas Pregnancy Resource Center,"12959 Jupiter Rd. Suite 260, Dallas, TX 75238",12959 Jupiter Rd. Suite 260,Dallas,TX,75238
Downtown Pregnancy Center,"525 N. Ervay, Dallas, TX 75201",525 N. Ervay,Dallas,TX,75201
Prestonwood Pregnancy Family Care,"15757 Coit Road, Suite 208, Dallas, TX 75248","15757 Coit Road, Suite 208",Dallas,TX,75248
White Rose Womens Center,"4313 N. Central Expwy, Dallas, TX 75205",4313 N. Central Expwy,Dallas,TX,75205
White Rose Womens Center,"8499 Greenville Ave, Dallas, TX 75205",8499 Greenville Ave,Dallas,TX,75205
Woman to Woman Pregnancy Resource Center,"521 N. Locust, Denton, Texas 76201",521 N. Locust,Denton,TX,76201
Sound Options Pregnancy Services,"658 Big Stone Gap, Duncanville, TX 75137",658 Big Stone Gap,Duncanville,TX,75137
CPC of El Paso,"2200 San Jose Ave., El Paso, TX 79930",2200 San Jose Ave.,El Paso,TX,79930
WRC Pregnancy Center of Ellis County,"100 NE Main St. Suite B, Ennis, TX 75119",100 NE Main St. Suite B,Ennis,TX,75119
Womens Choice Pregnancy Center,"324 Rand Street, Fort Worth, TX 76103",324 Rand Street,Fort Worth,TX,76103
Pregnancy Help Center,"7700A Camp Bowie West, Fort Worth, TX 76116",7700A Camp Bowie West,Fort Worth,TX,76116
Pregnancy Lifeline,"4747 S. Hulen St., Suite 103, Fort Worth, TX 76132","4747 S. Hulen St., Suite 103",Fort Worth,TX,76132
Center for Pregnancy,"217 East Parkwood, Friendswood,Texas 77546",217 East Parkwood,Friendswood,TX,77546
Abba Womens Center,"P.O. Box 256, Gainesville, TX 76241",P.O. Box 256,Gainesville,TX,76241
Metro Family Pregnancy Center,"3375 Edgewood Dr., Garland, TX 75042",3375 Edgewood Dr.,Garland,TX,75042
Crisis Pregnancy Center,"503 2nd St., Graham TX 764503034",503 2nd St.,,TX,76450
Brazos Pregnancy Center,"1812 Acton Hwy, Granbury, TX 76049",1812 Acton Hwy,Granbury,TX,76049
CPC of Grand Prairie,"2305 Oak Lane Bldg 4B, Suite 101, Grand Prairie, TX 75051","2305 Oak Lane Bldg 4B, Suite 101",Grand Prairie,TX,75051
Real Choices Pregnancy Resource Center,"1650 W. Northwest Highway, Grapevine, TX 76051",1650 W. Northwest Highway,Grapevine,TX,76051
"A Womans Heart, A Childs Life Pregnancy Resource Center","2612 Jordan St., Greenville, Texas 75401",2612 Jordan St.,Greenville,TX,75401
Alternatives in Motion,"2509 FM 1960 East,. Suite B, Houston, TX 77073","2509 FM 1960 East,. Suite B",Houston,TX,77073
Beltway 8 South Crisis Pregnancy Center,"10851 Scarsdale Blvd. Suite 800, Houston, TX 77089",10851 Scarsdale Blvd. Suite 800,Houston,TX,77089
Birthright Houston,"1200 Blaylock, Ste. 280, Houston, TX 77055","1200 Blaylock, Ste. 280",Houston,TX,77055
CPC Central,"3636 San Jacinto, Houston, TX 77004",3636 San Jacinto,Houston,TX,77004
Galleria Location,"6009 Richmond Avenue, Suite 130, Houston, TX 77057","6009 Richmond Avenue, Suite 130",Houston,TX,77057
Northeast Location,"3625 Gager Street, Suite 101, Houston, TX 77093","3625 Gager Street, Suite 101",Houston,TX,77093
Care Net Pregnancy Center of Northwest Houston,"14530 Wunderlich Dr., Houston, TX 77069",14530 Wunderlich Dr.,Houston,TX,77069
Family Assistance Center,"3815 Montrose, Suite 200, Houston, TX 77006","3815 Montrose, Suite 200",Houston,TX,77006
New Life Pregnancy Center Houston,"19911A Tomball Pkwy, Houston, TX 77070",19911A Tomball Pkwy,Houston,TX,77070
The Source For Women of Northeast Houston,"9608 Mesa Drive, Houston, Texas 77078",9608 Mesa Drive,Houston,TX,77078
The Source for Women,"6009 Richmond Ave., Suite 130, Houston, TX 77057","6009 Richmond Ave., Suite 130",Houston,TX,77057
New Life Pregnancy Center Houston,"19911A Tomball Parkway, Houston, TX 77070",19911A Tomball Parkway,Houston,TX,77070
Birthright of Humble,"1502 First St., Ste. G, Humble, TX 77338","1502 First St., Ste. G",Humble,TX,77338
MidCities Pregnancy Centers,"1111 W. Airport Fwy. Suite 229, Irving, TX 75062",1111 W. Airport Fwy. Suite 229,Irving,TX,75062
Living Alternative,"807 S Jackson St., Jacksonville, TX 75766",807 S Jackson St.,Jacksonville,TX,75766
Pregnancy Help Center,"1450 E. Summitry Circle, Katy, TX 77449",1450 E. Summitry Circle,Katy,TX,77449
Hope PC of Killeen,"1211 Florence Rd., Killeen, TX",1211 Florence Rd.,Killeen,TX,
Pregnancy Help Center,"327 Garland Drive, Lake Jackson, TX 77566",327 Garland Drive,Lake Jackson,TX,77566
Catholic Social Services,"1919 Cedar Ave. Corpus Christi St., Laredo, TX 78040",1919 Cedar Ave. Corpus Christi St.,Laredo,TX,78040
Anchor Point Pregnancy Center,"103 Davis Rd. Ste.B, League City, Tx 77573",103 Davis Rd. Ste.B,League City,TX,77573
CPC of Northwest Dallas,"817 S. Mill St., Suite 112, Lewisville, TX 75057","817 S. Mill St., Suite 112",Lewisville,TX,75057
Catholic Charities Diocese of Lubbock,"102 Avenue J, Lubbock, TX 79411",102 Avenue J,Lubbock,TX,79411
Heartline,"2309 Broadway Ave., Lubbock, TX 79401",2309 Broadway Ave.,Lubbock,TX,79401
The Nurturing Center,"3303 66th St., Lubbock TX 79413",3303 66th St.,,TX,79413
Parkridge Counseling,"5203 79th St, Suite B, Lubbock, TX 79424","5203 79th St, Suite B",Lubbock,TX,79424
Parkridge Counseling,"3718 20th St., Lubbock, TX 79424",3718 20th St.,Lubbock,TX,79424
Pregnancy Help Center of Lufkin,"106 South Bynum, Lufkin, TX 75904",106 South Bynum,Lufkin,TX,75904
New Life Pregnancy Center,"218 Smith Road, Magnolia, TX 77354",218 Smith Road,Magnolia,TX,77354
Living Alternatives,"107A West Austin, Marshall, TX",107A West Austin,Marshall,TX,
Heartbeat of Nacogdoches,"621 Russell Blvd., Nacogdoches, TX 75965",621 Russell Blvd.,Nacogdoches,TX,75965
Options for Women,"785 N. Loop 337, New Braunfels, TX 78130",785 N. Loop 337,New Braunfels,TX,78130
MidCities Pregnancy Centers,"8251 BedfordEuless Road, Ste. 220, North Richland Hills, TX 76180","8251 BedfordEuless Road, Ste. 220",North Richland Hills,TX,76180
Birthright of Odessa,"2125 E 42nd St, Odessa, TX 79762",2125 E 42nd St,Odessa,TX,79762
Catholic Charities,"2500 Andrews Hwy, Odessa, TX 79761",2500 Andrews Hwy,Odessa,TX,79761
Crisis Pregnancy Center,"405 N Ninth Street, Orange, TX 77630",405 N Ninth Street,Orange,TX,77630
Pregnancy Support Center of Pampa,"210 N. Ward St., Pampa, TX 79065",210 N. Ward St.,Pampa,TX,79065
Compassionate Care Pregnancy Center,"1209 Quincy St., Plainview, TX 79072",1209 Quincy St.,Plainview,TX,79072
Real Options for Women,"700 E. Park Blvd., Suite 206, Plano, TX 75074","700 E. Park Blvd., Suite 206",Plano,TX,75074
Pregnancy Resource Center of Fort Bend County,"4203 Avenue H, Suite 16, Rosenberg, TX 77471","4203 Avenue H, Suite 16",Rosenberg,TX,77471
Pregnancy Help Center of Concho Valley,"2525 Sherwood Way, San Angelo, TX 76901",2525 Sherwood Way,San Angelo,TX,76901
Allied Womens Center,"1405 N. Main, Suite 239, San Antonio, TX","1405 N. Main, Suite 239",San Antonio,TX,
Catholic Charities,"210 Buena Vista St., San Antonio Tx",210 Buena Vista St.,,TX,
San Antonio Pregnancy Care Center,"8131 I10 West, Suite 125, San Antonio, TX 78230","8131 I10 West, Suite 125",San Antonio,TX,78230
Central Texas Life Care,"115 Warden Ln, San Marcos, TX 786670304",115 Warden Ln,San Marcos,TX,78667
Anchor Point Parenting Center,"1905 Capri Lane, Seabrook, TX 77586",1905 Capri Lane,Seabrook,TX,77586
Pregnancy Care Center,"105 E. Pecan St., Sherman, TX 75090",105 E. Pecan St.,Sherman,TX,75090
Pregnancy Assistance Center North,"26402 I45 N, Spring, TX 77386",26402 I45 N,Spring,TX,77386
Cross Timbers Pregnancy Care Center,"1902 West Sloan St, Stephenville, Texas 76401",1902 West Sloan St,Stephenville,TX,76401
Hope Temple Center,"West Avenue H, Temple, TX",West Avenue H,Temple,TX,
Pregnancy Support Center,"602 6th St. N., Texas City, TX 77590",602 6th St. N.,Texas City,TX,77590
Care Net Pregnancy Center,"1818 Columbus Ave., Waco, Texas 76701",1818 Columbus Ave.,Waco,TX,76701
WRC Pregnancy Center,"1204 Ferris Ave. Suite E, Waxahachie TX 75165",1204 Ferris Ave. Suite E,,TX,75165
Grace House Ministries,"1708 Bethel Rd., Weatherford, TX 76086",1708 Bethel Rd.,Weatherford,TX,76086
Wichita Falls Pregnancy Help Center,"4011 Seymour Hwy, Wichita Falls, TX 76309",4011 Seymour Hwy,Wichita Falls,TX,76309
Pregnancy Care Center of Brigham City,"18 North 100 East, Brigham City, UT 84302",18 North 100 East,Brigham City,UT,84302
The Center for Pregnancy Choices,"90 North 100 East, Ste. 140, Logan, UT 84321","90 North 100 East, Ste. 140",Logan,UT,84321
Pregnancy Care Center of Ogden,"2909 Washington Blvd., Ste. 105, Ogden, UT 84401","2909 Washington Blvd., Ste. 105",Ogden,UT,84401
Pregnancy Resource Center of Utah Valley,"1367 South 740 East, Orem, UT 84097",1367 South 740 East,Orem,UT,84097
